33,1709624
34,67816691
35,95795965
34,19632699
27,47236865
24,87106846
27,10941043
26,13754514
22,31889229
20,41018115
19,77476449
19,79340007
20,11982494
20,32610648
20,49234025
20,65857401
20,82480778
17,10080615
12,94455615
11,92713064
10,92658579
9,029678577
8,005400227
14,0414827
22,71782291
39,81621487
39,04013344
38,26405202
37,4879706
37,0233949
37,40103841
37,77868191
38,15632541
32,68979547
26,97975829
22,2768747
20,29703599
18,31719728
16,966407
15,78283212
14,74304406
13,75917309
9,790899754
5,336793474
-1,697216188
-9,417022951
-8,956796693
-5,315446482
-4,348568845
-8,348568845
-10,79062013
-7,000876537
-5,904307482
-12,88726203
-16,59933808
-16,90703038
-17,61634027
-18,66776885
-18,88046628
-18,87020987
-18,86466187
-18,86001071
-19,39818423
-20,18023551
-20,46600474
-19,83010731
-23,34190218
-18,45301329
-14,48856885
-12,48856885
-10,48856885
-8,488568845
-6,488568845
-2,195887027
3,126840246
7,45661634
10,75291264
14,10343115
18,30343115
22,50343115
22,08718487
20,91945663
19,75172839
18,58400016
15,87009782
4,394542266
-7,08101329
-6,898289961
-5,420202311
-5,675380439
-8,641564014
-11,41285456
-13,76999742
-17,13162895
-21,49774917
-22,93196786
-22,92211564
-20,96692049
-17,91746994
-15,38449041
-12,96488257
-9,618727073
-3,76746125
2,083804573
7,292118655
7,298368655
7,304618655
7,310868655
13,38561072
20,06053332
26,73545592
30,40538464
32,6611986
34,91701255
32,95026836
28,90375674
25,41538464
27,5704234
29,72546216
30,23371989
29,15977623
28,08583256
24,38143115
19,38143115
14,5185538
11,0421387
7,565723608
0,044067971
-7,602698198
-4,654063351
-1,866031532
-2,776479293
-3,567275313
-3,557325064
-3,530151579
-3,376674361
-3,223197143
-3,069719924
-2,916242706
-7,006915953
-11,32096554
-14,56251075
-16,85296719
-18,62361017
-16,58228785
-14,54096554
-4,093714073
9,956078458
13,55563405
-8,429873193
-24,78478506
-21,17667695
-17,56856885
-6,538718099
4,491132647
-1,725747063
-8,116836172
2,983968468
14,62575951
20,61934324
25,41966124
24,33559045
23,25151965
21,69869988
20,08195979
18,95966904
18,15350164
19,65094657
25,62010957
30,96328138
27,98971309
25,01614481
19,65667345
13,70072631
10,04076744
8,416873633
7,452664635
8,272047895
9,091431155
6,932840846
4,774250538
1,691259481
-1,733633223
-0,404877858
8,05434961
15,51978671
9,782008933
4,044231155
6,528222599
10,81699265
9,997111628
10,66225241
16,31925724
21,71528142
25,99870388
30,90462264
37,13334605
41,14900397
42,3480331
43,34409073
44,00898435
43,85212634
42,87351672
38,85296659
33,04587997
27,8932321
29,35768708
30,82214206
25,21747371
19,46853754
17,70992172
18,29482738
16,3442883
11,95773368
8,411263088
10,48689334
12,56252359
9,918263216
5,700705964
2,06584292
2,330548802
2,595254684
-0,666515613
-5,103777971
-8,672205209
-5,869174906
-3,066144603
1,249246281
7,203027793
13,03063531
17,72267683
22,41471835
27,60491739
34,66913758
41,55350012
42,62246564
43,69143115
41,07162878
36,94514657
32,29360507
25,25012681
18,20664855
16,37858531
17,35882246
18,60954304
21,84380878
25,07807451
26,54299479
22,9720857
19,40117661
29,08011136
26,90244638
24,88129227
23,74703301
22,61277375
25,74680258
27,08080288
22,57818508
18,65224748
15,89714544
13,1420434
8,951263088
4,564708466
2,82540605
3,733355841
4,641305632
5,549255423
6,457205213
6,988016521
7,372162862
7,756309204
10,50989269
16,27912346
22,04835423
25,5959278
26,42814256
27,26035733
27,4153442
26,80664855
26,19795289
26,79779479
28,7068857
30,61597661
32,52506752
34,43415843
30,83959015
24,14921358
18,93896254
18,16908806
17,39921358
13,29134712
8,640086617
4,99852659
2,450808748
0,02418671
-0,793591067
-1,611368845
-6,159732482
-11,52700521
-16,29366925
-13,08081784
-9,867966436
-6,510697359
-3,04884997
0,064952749
-0,340362865
-0,74567848
-0,616178175
5,663705207
11,94358859
18,22347197
22,13696687
24,77625258
27,4155383
29,99364269
32,56095039
35,12825808
35,8237709
35,82697603
35,83018115
36,19429289
36,7891482
37,3840035
35,27395785
30,45901123
25,64406461
22,04719451
18,99757619
16,3130392
18,47886834
20,12703115
15,82203115
11,66503115
9,210031155
6,287031155
-2,017968845
-9,633644222
-9,322086433
-9,232068845
-11,38206885
-13,53304121
-15,69384523
-16,55615678
-5,732036182
4,84842704
13,45748054
22,06653404
25,50143115
26,50143115
26,45686219
22,48272426
18,50858633
18,30724312
18,57220039
19,27447837
20,3345642
21,06513222
20,6274098
20,18968738
20,4509517
21,71807499
22,98519828
24,20933192
25,38872123
26,56811054
26,22887731
25,66272346
25,09656962
26,53476449
29,20143115
31,86809782
29,18424052
23,22102982
17,25781911
15,58071687
16,42085292
17,26098898
14,19319586
9,369666449
5,021198597
3,590966039
2,16073348
2,335477847
3,771275513
5,207073178
6,407890299
7,606333879
7,054325892
4,085027646
2,521931155
9,596931155
15,50543115
14,2482883
12,99114544
17,38480953
24,31724197
26,5396937
23,45089061
20,36208753
21,09592095
22,35102299
23,60612503
21,07346123
18,29902514
15,78248379
13,92910033
12,07571687
10,22466424
8,375040177
6,525416117
4,965602009
3,417863316
0,188324359
-3,093229039
-3,66245234
-3,963423214
-8,088568845
-12,88856885
-13,37089894
-12,77381156
-17,0621786
-23,06705665
-23,07293778
-20,38361739
-21,27856885
-24,27856885
-25,01798348
-24,1204225
-20,05803486
-13,18910283
-9,830568845
-10,43056885
-10,77856885
-10,77856885
-9,093459675
-6,137127797
-2,134042529
4,560694313
11,25543115
16,35794467
19,34983656
22,34172845
25,33362034
26,74910683
27,58153926
28,4139717
29,21641768
29,04930177
28,88218587
28,71506997
27,11126899
22,45451224
17,79775548
13,14099872
10,65089061
9,488728452
8,32656629
7,164404128
6,611431155
6,111431155
5,611431155
4,793040653
2,845811102
0,898581551
-1,048648001
-0,248862963
4,192313508
8,633489978
13,07466645
13,207003
11,40348394
9,599964879
8,686095692
10,05989761
11,43369953
12,44318373
11,38820091
10,3332181
8,717853173
5,327944916
1,989924305
-0,53518985
-3,060304005
15,06643115
33,40242618
32,48700329
30,97712598
25,10791617
19,23870636
13,36949655
8,839508078
5,946345685
2,743377263
-2,966203576
-8,675784414
-14,38536525
-15,69856885
-15,69856885
-15,69856885
-13,7254097
-9,340611601
-4,955813501
-0,571015401
1,038574012
-6,139997417
-13,31856885
-20,49714027
-27,40380104
-27,784606
-28,16541095
-28,5462159
-24,67990905
-19,8173661
-14,95482314
-8,387392375
-1,630529629
2,051174745
0,021870715
-2,007433314
-2,140409849
-1,111121146
0,155277309
2,215477978
4,275678646
3,779242476
-4,813210355
-13,40566318
-13,28241822
-7,1025019
-1,784424358
0,086298075
1,957020508
1,457059062
-0,831313031
1,191708933
9,168560784
15,84658041
18,82792369
21,80926698
14,88777477
0,795263754
-4,877993624
8,188378057
20,12720208
10,64262058
1,158039084
5,982231155
14,84223115
20,0382939
15,8128037
13,90033225
19,31242017
21,53709487
19,36010372
18,04343115
21,24343115
24,44343115
29,11769622
34,55143115
38,04817124
32,08781882
26,1274664
27,15937233
28,96819586
26,01337055
22,28306752
18,55276449
15,16824049
12,05540003
8,942559559
16,52948115
24,22448115
16,77271321
2,567585001
-0,903094393
-0,554221019
2,533653377
6,268736119
4,96377158
8,185162498
13,08068489
15,15268115
16,12663949
14,76398435
12,81717584
15,38228222
18,16979094
16,87878565
16,47079286
21,06653754
23,18776094
18,61861201
15,07412957
13,13233063
12,33164392
12,67206945
20,31728222
32,43962264
32,69440988
28,77951626
23,65500258
18,33357401
23,46316585
29,75398218
30,43994398
30,7681491
22,34881577
14,14744054
13,29767529
12,44791003
9,349048483
6,027748844
3,14526722
2,958381974
2,771496729
2,511431155
1,511431155
0,511431155
-0,288568845
2,711431155
5,711431155
8,711431155
6,843492693
4,772723463
2,701954232
2,262794791
2,490067518
2,717340246
3,524158428
4,433249337
5,230340246
5,019431155
4,808522064
2,617754684
-3,249892375
-9,117539433
-10,07984791
-8,161243264
-5,622289775
8,70329162
23,02887302
31,52317534
33,44177999
35,36038464
33,32193574
30,79441281
30,56972661
31,2856357
30,12410357
28,86375874
27,60341391
26,34306909
25,08272426
24,34795965
26,59148297
27,50679198
23,71297755
20,17368246
17,28886571
15,47543115
15,48624197
13,98318471
11,08271078
7,962939776
4,527594948
1,467524905
2,201899905
2,936274905
5,47243594
9,606407231
9,125913913
2,772465638
-2,723778929
-1,933862963
-1,143946996
-3,40626759
-6,740995623
-8,633568845
-7,847854559
-7,062140274
-5,223461549
-3,352216914
3,142062734
12,23679958
15,57582906
16,89258299
18,20933691
19,52609084
19,65551492
19,66459782
17,98126449
16,07688059
13,34092554
13,41735294
17,22182222
16,18874959
12,43455965
14,82031384
18,30843115
22,09176449
24,48668889
22,92998786
17,85324934
5,296431155
-1,965517998
-5,067212913
-3,329300553
-0,637814128
0,167217318
-0,764103436
-3,059700921
-9,525657453
-17,15913488
-26,41699652
-24,84215375
-20,39668205
-15,34007828
-14,12489796
-15,16850262
-13,91684699
-5,960373356
3,257982879
-5,413285826
6,218789645
18,42407266
20,49501606
23,1846387
23,78652549
22,01103512
28,05430244
29,80633682
27,82381211
24,08078367
18,39951696
17,20809782
16,01667868
14,82525954
15,22695747
15,31736522
15,00417841
13,22294866
10,61594477
9,127097821
12,06867666
3,254305406
8,4801104
11,67275566
13,8480101
19,13748379
20,69231351
20,73056785
21,64423691
29,96668295
38,29525468
31,44231351
25,18632324
20,08013619
18,78517216
18,20996057
17,59497954
11,66594728
3,321561025
-7,438179235
-6,579425988
2,305976609
16,73459245
12,39265696
11,78343115
15,38343115
18,98343115
19,49783961
14,75840299
16,42143115
16,29164392
12,83065101
16,08424365
19,54650158
19,76410832
11,54364354
1,764882482
-0,33515708
-1,193498423
-1,165329409
-3,614599773
-4,374909051
-5,13521833
-5,895527608
-6,192098257
-4,844504674
-3,496911091
-2,149317508
-1,661902179
-2,106346623
-2,550791067
-2,995235512
-7,16455815
-13,71536029
-8,852601994
0,020326182
0,669371069
0,699413987
4,877746944
11,82160659
18,76546624
22,50949567
25,18691503
27,86433438
28,81848998
29,70084292
29,95070535
21,79747954
13,64425374
12,50741509
16,24637091
19,7845346
21,51556909
23,24660357
24,9790502
26,71714544
28,45524068
22,42915045
12,74932589
6,762442828
6,314972011
5,867501194
8,192640457
11,08566371
9,184624872
5,027556809
-0,060982638
-5,427753798
-10,79452496
-4,84729496
9,120997821
6,077664488
3,034331155
0,059336392
3,849860082
7,640383773
11,43090746
15,22143115
15,8086055
16,39577985
16,9829542
17,57012855
18,12633474
15,61669286
13,10705099
10,59740912
6,820107625
1,524617968
21,15407821
24,35996057
17,02506752
6,17658267
5,651316212
8,209608495
10,76790078
13,32619306
15,88448534
18,44277762
17,75138421
15,53072693
13,31006965
11,08941238
8,868755098
6,648097821
4,427440544
2,206783267
-0,01387401
-2,234531287
-4,393313031
-4,551452566
-4,709592101
-4,867731636
-5,025871171
-5,184010706
-5,342150241
-6,357183303
-7,992725472
-9,62826764
-10,2829117
-8,145768845
-6,301852427
-4,739663373
1,757480538
9,686477884
11,5933756
27,0637676
26,0967348
21,39228136
18,30936349
18,10917552
17,90898755
17,70879958
17,50861161
17,30842364
17,10823567
16,9080477
16,70785973
16,50767176
16,30748379
15,0904512
13,47797904
11,86550688
10,25303472
6,415191155
-4,872808845
-7,863902179
-15,27776885
-17,27856885
-13,38408236
-12,69219047
-12,26622614
-12,15243765
-12,03864917
-11,92486068
-11,81107219
-11,6972837
-11,58349522
-11,46970673
-12,34018789
-13,22061117
-14,10103445
-14,98145773
-15,86188101
-16,74230429
-17,62272758
-18,50315086
-19,38357414
-19,6153613
-19,29460658
-18,97385186
-18,65309715
-18,33234243
-18,01158771
-16,02201493
-6,430048761
3,161917413
12,75388359
22,34584976
18,07418539
-3,141916303
-21,81477138
-14,77257728
-7,730383191
-8,660497779
-12,69095463
2,104656961
15,8073771
0,03710683
-15,73316344
-6,702622899
2,834056637
8,236188436
7,171463517
6,106738598
5,267049132
4,952442391
4,637835649
6,309268993
9,14710683
11,98494467
11,34985397
9,00421639
6,658578806
4,995002583
3,637859726
2,840869357
16,49165338
9,570079803
8,772782506
11,76521494
14,905458
15,34841102
12,39706874
18,62525666
17,9706357
16,42373885
15,8771744
15,96332305
16,70970609
15,90108075
15,09245541
14,28383008
13,6997091
13,34925593
12,99880276
11,36872845
8,044073642
9,981897476
10,5414859
9,776887359
9,012288819
8,247690279
7,483091739
6,858772927
8,796046539
4,481943975
0,167841411
-3,946829715
-6,599003628
-7,652161438
-8,655865141
-9,491225095
-9,871433429
-10,25164176
-10,6318501
-8,061883762
-1,581220779
2,327280957
4,659296767
6,92927049
8,57192977
10,21458905
11,85724833
13,45790802
15,01306817
16,56822831
15,96066663
14,28788375
12,61510088
11,16996774
10,0663092
8,962650667
7,423404839
2,689852207
-2,043700424
-5,980353461
-0,752661153
4,475031155
9,702723463
11,04415843
11,58961297
12,13506752
9,968436502
1,765227946
-6,43798061
-14,64118917
-18,15644119
-18,13516459
-18,11388799
-18,56294043
-20,22141038
-21,87988032
-23,53835027
-20,96665104
-15,80226748
-10,63788391
-5,473500352
-3,809679956
-2,254124401
-0,698568845
0,85698671
2,412542266
3,968097821
5,523653377
8,690801234
11,94276974
15,19473824
18,31440145
20,62133214
22,92826284
25,23519353
27,07568236
24,71819444
22,36070652
20,00321859
17,64573067
13,31737002
8,90688967
4,496409321
0,085928971
-3,105266093
-4,307100955
-5,508935818
-6,71077068
-7,912605542
-9,114440405
-10,31627527
-11,59562767
-12,88974532
-14,18386296
-15,47798061
-16,77209826
-18,0662159
-14,97875289
-10,18734185
-5,395930808
-0,604519765
4,186891278
11,64346547
19,64591645
27,64836743
35,65081841
37,9349133
38,31288949
38,69086568
39,20085644
39,91733154
40,63380663
38,65435798
35,91452059
33,49693723
31,76414371
30,03135018
25,52834172
20,53647181
17,49433078
17,50176573
17,50920067
17,69966645
17,96857401
16,17344458
9,992236524
3,81102847
-1,256368288
-4,161660767
-7,066953246
-9,972245725
-12,61946437
-15,1806584
-17,74185243
-19,05409123
-18,4928972
-17,93170317
-17,07900363
-10,68769928
-4,296394932
2,123993138
9,000026196
15,87605925
24,14907821
33,20790174
42,26672527
46,60434628
47,52316547
48,44198466
46,17423603
43,43033359
43,14434613
46,39535828
49,64637043
44,87526628
39,59211216
34,97001905
34,09393836
33,21785767
32,34177698
32,33961297
32,74870388
33,15779479
28,87908588
21,47517708
14,07126829
10,38493765
9,995327259
9,605716869
7,697719498
3,933915817
0,170112136
-3,49592087
-6,745142054
-9,994363238
-13,24358442
-13,6106932
-13,91898335
-14,22727351
-14,34110853
-13,02893922
-11,7167699
-10,40460059
-8,312140274
-4,704997417
-1,097854559
2,413249337
5,651011574
8,888773812
12,61456368
17,07239501
21,53022634
24,7735326
27,89672101
30,51917309
30,30411933
30,08906556
28,63464544
24,97690735
21,31916925
17,66143115
14,56709153
11,47275191
8,378412287
8,896413487
10,20736755
11,51832161
6,207585001
0,829962623
-3,775956233
-3,217397674
-2,658839115
-5,016930914
-7,663482638
-7,716666011
-5,967678157
-4,587704914
-5,913838824
-7,239972733
-8,566106642
-9,892240551
-10,68208236
-10,91374259
-11,14540282
-7,09324417
-2,565105642
0,939230508
3,732110766
6,524991025
9,703887295
13,26879958
16,83371186
19,26620388
21,08893115
25,37169431
32,661168
38,42202639
36,71964544
35,01726449
33,10357401
31,07610148
29,61872373
28,27811238
24,11780126
17,55552368
10,9932461
7,698072664
5,611280211
3,62317799
2,770013433
1,916848876
1,063684319
0,210519762
-0,642644795
-1,495809352
-2,348973908
-3,212497417
-4,123211702
-5,033925988
-5,944640274
-6,436568845
-6,836568845
-7,236568845
-6,296322468
-4,955742758
-3,645344801
-5,32294043
-6,633305687
-6,270732588
-6,075820307
-6,069972354
-1,125479414
5,952518111
13,36044755
19,75389017
21,61941435
15,35676449
19,09009782
19,78805766
17,19769622
16,27253207
15,71289904
13,14163196
9,438820713
5,884202239
3,169342801
0,454483364
-2,097011056
-4,56434774
-4,925766647
-4,249942472
-3,239948156
-12,42581022
-15,97766885
-12,19329612
-9,956932482
-10,61369705
-11,97073752
-13,41331461
-14,10822986
-15,28275879
-17,69058002
-17,23504929
-13,7992951
-7,477507393
0,081151825
5,47427326
10,61917154
12,39321
14,16724846
17,97459947
21,93499551
20,45819479
18,44364934
16,55569914
15,33237408
14,10904902
